Text,Label,SubLabel
"@Jinalpatel007 મારા હિસાબે આ એક સ્ટંટ હોઈ શકેછે.. કોઈ રકમ સામે આવી નથી કે કેટલી રિસ્વત લીધી ફક્ત 1% બતાવેછે.. જામીન ઉપર એને છોડાવી લેશે, હજી આવા ગણા સ્ટંટ સામે આવશે. યાદ રાખજો ગુજરાત જીતવા માટે એ ગમે તેવા નાટક કરી શકેછે. ઇલેકશન ની તારીખ નક્કી થવા દયો ઘૂંઘ",Hostile,Offensive 
"@Jinalpatel007 ➡️૧% કમીશન લેવા નો આરોપ મા જેલ માં મોકલ્યા અહીં ગુજરાત માં તમારા સાંસદ ના ખુદ નામPA એ ૧૮% કમીશન નો આરોપ મુકયો હતો તાકાત હોઈ તો સસપેંડ કરી જેલ માં નાંખો ??
➡️ગુજરાત માં તો પૂરાવા સાથે પોતાની વિકાસ ગ્રાન્ટ માં થી ૧૮% કમીશન સાંસદ માંગતા હોવા",Hostile,Defamation 
@IndiplusNews એક દમ સાચું જય જય ગરવી ગુજરાત જય હિન્દ जहा कांग्रेस गठबंधन वहा लुट मची है,Hostile,Offensive 
"@Janak_Sutariyaa ગુજરાત વિધાનસભાની ચૂંટણી 

ભગવા v/s ભડવા 

વચ્ચે થશે 

તમે કોની સાથે છો?",Hostile,Offensive 
"@Payalpatelaap @Gopal_Italia @isudan_gadhvi @Ankita_Shah8 @msisodia @manoj_sorathiya @AAPVed @AapKaGopalRai ગુજરાત માં કામ ની કોઈ અછત નથી
જેને કામ કરવું છે ને તેવા બહાર થી યુવાનો આવીને કામ કરે છે ને જેને હરામ નું ખાવાની ટેવ જેમ કે આપિયાઓ તેવા ને બેરોજગારી",Hostile,Defamation 
"@VtvGujarati ગુજરાત ની ભોળી જનતા સમજી જજો એક જ સમાજ નો વિકાસ થવો જોઈએ તેવું ચેનલો વાળા બતાવે છે .શુ ગુજરાત માં એક જ સમાજ છે જે રાજકારણ માં છે કે પછી ચેનલો પર હવે જનતા ને વિશ્વાસ નહિ રહે . જો આવું જ બતાવશે તો .
આટલા વર્ષો સતા પક્ષે કેવો વિકાસ કર્યો તે બતાવ",Hostile,Offensive 
"People from border areas of Maharashtra purchase fuel from Gujarat due to low fuel prices in the latter state

""Maharashtra border is 2 km from here. People buy fuel from our pump as there is a diff of Rs 14/liter in petrol &amp; Rs 3.5/liter in diesel,"" said a pump owner in Valsad https://t.co/wvenFBVOMY",Hostile,Defamation 
@P_S_Jagarwal दलित चिंतक कहां मर गए,Hostile,Offensive 
"5400 કરોડના હવાલા કૌભાંડમાં ગુજરાત હાઈકોર્ટનો મહત્વનો ચુકાદો,જાણો શું નિર્ણય લેવાયો. #GujaratHighCourt #hawalascam #Importantjudgment #decision #ConnectGujarat https://t.co/CIN96Fbmhl",Hostile,Defamation 
સાહેબ ગુજરાત ના ગ્રામ પંચાયત નાં કોમ્પ્યુટર ઓપરેટર નાં પગાર કરાવો,Hostile,Offensive 
#લોલીપોપ નથી જોઈતો સાહેબશ્રી.,Hostile,Offensive 
"ગુજરાત અને રાજસ્થાનની ટક્કરમાંં કોણ મારશે બાજી?

#GTvsRR #IPL2022 #SandeshNews

https://t.co/KikIpu18jK",Hostile,Defamation 
@Janak_Sutariyaa ગુજરાત મા આવું શક્ય છે ખરું....,Hostile,Offensive 
"જુઓ ડાયલૉગ ફર્સ્ટમાં રામના નામે 'ભરત'ની રાજનીતિ!
આજે રાત્રે 7.55 કલાકે માત્ર ગુજરાત ફર્સ્ટ પર
@BharatSolankee #Gujaratfirst #Breakingnews @INCGujarat #DialogueFirst https://t.co/A4QUzxsmMu",Hostile,Offensive 
@Janak_Sutariyaa હું એમ કહેવા માંગુ છું કે આવું ગુજરાત માં ક્યારે થશે ?,Hostile,Defamation 
"સપનાના ઘરની આશામાં ખિસ્સા ખાલી!
સનકી પ્રેમીની સનક!
હત્યા માટે 10 લાખની સોપારી!

જુઓ એલર્ટ ગુજરાત
આજે રાત્રે 10.25 કલાકે માત્ર ગુજરાત ફર્સ્ટ પર

#AlertGujarat #Gujaratfirst #Breakingnews https://t.co/jojjvWcopI",Hostile,Offensive 
"ગુજરાત કોંગ્રેસના પૂર્વ પ્રમુખ ભરતસિંહ સોલંકીએ ભગવાન શ્રીરામના મંદિરને લઈને આપેલા નિવેદનથી વિવાદ છેડાયો 

સમગ્ર મુદ્દે ન્યૂઝ18 ગુજરાતી પર ખાસ ચર્ચા 

1949થી રામમંદિરના આંદોલનનો પ્રારંભ થયોઃ યોગી દેવનાથ 

(ભાગ-2)

@YogiDevnath2 #RamMandir #Debate https://t.co/qbCn6OI6ve",Hostile,Defamation 
@AAPGujarat @BhagwantMann અને આપડા ગુજરાત માં ભ્રષ્ટાચારીને બચાવવા આખી પાર્ટી તૂટી પડે... અને જેને ભ્રષ્ટાચાર ઉઘાડો પાડ્યો હોય એમની ઉપર ઉલટાની FIR થાય.. આ છે ગુજરાત મોડલ,Hostile,Offensive 
@Vishwanathsinh_ @IYC @INCGujarat @IYCGujarat @Allavaru @srinivasiyc @RaghusharmaINC @jagdishthakormp આગામી વિધાનસભાની ચૂંટણીમાં ભાજપ ની આ તાનાશાહી ને હાંકી કાઢવા માટે બનાસકાંઠાના તેમજ સમગ્ર ગુજરાત નું યુવાધન એક છે 🙏 #डरोमत,Hostile,Defamation 
ગુજરાત રાજ્ય માં આવું થાય તો કેટલા જેલભેગા થાય?,Hostile,Offensive 
"ભ્રષ્ટાચારના આરોપમાં પદભ્રષ્ટ AAPના પૂર્વ સ્વાસ્થ્યમંત્રી સિંગલાની ધરપકડ 
#VijayInderSingla #AAP #Punjab #CMBhagwantMann #corruption #VijaySinglaCorruption
https://t.co/PAUoZ7pgeR",Hostile,Offensive 
"પંજાબ સરકારના આરોગ્યમંત્રીની ધરપકડ,

મુખ્યમંત્રી ભગવંત માને આરોગ્યમંત્રી વિજય સિંગલાને પદ પરથી હટાવ્યા,

ટેન્ડરમાં 1% કમિશન માંગવાનો આરોપ.

#Punjab #AAP #aapgujarat",Hostile,Defamation 
@AAPGujarat @BhagwantMann ભૂપેન્દ્ર ભાઈ ગુજરાત માં એવું કરે તો આખી મંત્રી પરિષદ ને રાજીનામું આપવું પડે એમ છે 😂😂😂,Hostile,Offensive 
હવે કોણ શુદ્ધ છે તે જોવા માટે શું આ ગુજરાત માં સમય બગાડવા જેવી વાત છે,Hostile,Defamation 
@brijeshmeja1 @narendramodi @JoeBiden આપે સેવેલુ સપનું એટલે ડીજીટલ ગુજરાત જેના પાયા ના પથર એટલે vce ની સમસ્યા નો કાયમી ઉકેલ આવે અને ગ્રામ્ય પ્રજા ને પડતી મુશ્કેલી દૂર થાય અને નોકરી ની સુરક્ષા તથા પગાર આપો ફુલ નહીં તો ફિક્સ પગાર આપો,Hostile,Offensive 
#ગુજરાત_માંગે_રોજગાર,Hostile,Hate 
ગુજરાત માં તો આરોપ સિદ્ધ થાય તો પણ સાઇડ માં બેસાડી દેવાય છે .,Hostile,Offensive 
"ગુજરાત વિધાનસભા ચૂંટણી પહેલા ભાજપે નેતાઓને બોલાવી 200 કરોડથી વધુ રૂપિયા ભેગા કરવા ટાર્ગેટ આપ્યો 
#GujaratVidhanSabha #Election2022 #BJPLeader #Gujarat 

https://t.co/C4OKxhMaKp",Hostile,Defamation 
"આજે ગુજરાતમાં બેરોજગાર યુવાન તાનાશાહી સરકારને સવાલ કરી રહ્યો છે કે ""રોજગાર ક્યાં છે"",""ક્યાં દાટેલો મળે"" અને ""ક્યાં ખોદવાથી રોજગાર નીકળશે""?
#ગુજરાત_માંગે_રોજગાર #ગુજરાત_માંગે_રોજગાર",Hostile,Offensive 
"ગુજરાત માં ૯ થી ૧૨ માં શિક્ષકો ની ઘણી જગ્યા ખાલી છે પેલા એ ભરતી કરો
પછી ભારત વિશ્વ ગુરુ બનશે",Hostile,Defamation 
"@SidDholakia ગુજરાત મા આવું થાય ખરું??

વિચારજો🤔🤔🤔 https://t.co/Z2mHIlfIB9",Hostile,Hate
Punjab Police ने भ्रष्टाचार के आरोपी सिंगला को किया गिरफतार...,Hostile,Fake 
આ ફક્ત @AamAadmiParty જ કરી શકે...ગુજરાત માં કટકી ને કમિશન પર વર્ષો થી કામ ચાલે છે આજ સુધી કોઈ નથી પકડ્યો,Hostile,Offensive 
"ગુજરાત સરકારે નકલ ફી 20ના બદલે 25 કરતા VCE નારાજ, જુઓ શું કરી રહ્યાં છે માંગ?

#gujarat #VCE #VillageComputerEntrepreneur

https://t.co/d9hru6Cq2M",Hostile,Offensive 
@pareshChaya ગુજરાત માં કૉંગ્રેસ કેટલી નકારી હસે કે 30 વર્ષ થય ગયા પણ સત્તા માં પછી નથી આવી શકી,Hostile,Defamation 
"ચૂંટણી પહેલા ભાજપનું મિશન ઉત્તર ગુજરાત

કોંગ્રેસના સ્વર્ગીય ધારાસભ્યના પુત્રના કેસરિયા

અરવલ્લીમાં કેવલ જોશીયારા ભાજપમાં જોડાયા

#Arvalli #BJP https://t.co/1hX1OiNxhe",Hostile,Offensive 
"શું કે @Gopal_Italia અને @isudan_gadhvi 
આવી રીતે જ ચલાવશો ને ગુજરાત ને પણ. આમા કેમ મોકો આપે તમને

@CRPaatil 
@pradipsinhbjp 
@BJP4Gujarat https://t.co/wBu3SLNNoU",Hostile,Defamation 
@SidDholakia તમારા આવા વ્યવહાર ના લીધે જ ગુજરાત વારા ૨૭ વર્ષથી તમારા પર પેશાબ કરે છે અને હજુય કરશે.,Hostile,Offensive 
"ચૂંટણી પહેલા ભાજપનું મિશન ઉત્તર ગુજરાત
કોંગ્રેસના સ્વર્ગીય ધારાસભ્યના પુત્રના કેસરિયા https://t.co/djaxN5ozht",Hostile,Hate 
"@jitu_vaghani @PMOIndia @narendramodi સાહેબ #ટેટ_પરીક્ષા કયારે જાહેર કરવામાં આવશે વિશ્વ ગુરુ કર્યા વગર ગુજરાત માં ધ્યાન આંપો લાખો યુવાનો રાહ જોઇને બેઠાં છે પરિક્ષાની 
#ટેટ_પરીક્ષા_જાહેરાત_આપો",Hostile,Offensive 
"ગુજરાત ભાજપા હવે ફકત ઓબીસી એસટી એસસી મતો ઊપર વધારે ફોકસ કરશે- ભૂદેવ-પાટીદાર-રાજપૂત- વણિકોનાં વોટની જરુર નથી.તિલક-
તરાજુ ઔર તલવાર ઈનકો મારો જૂતે ચાર-માયાવતીની રાહ પર. બજાવો તાલી થાલી ઢોલ નગારા.",Hostile,Defamation 
"@ajitanjum ये निर्लज्ज को ट्वीटर ने भी दुलत्ती मारी थी, भाऊ श्री का गिड़गिड़ा रहा था मेरे अकाउंट चालू करवा दो..",Hostile,Offensive 
@Gopal_Italia પગાર વગર પણ આટલુ સારું કામ ગુજરાત સરકારની યોજના 1. PM kishan 2. Kurushi sahay 3. જેવી યોજના અનેક યોજના VCE દ્વારા 100 ટકા લાભાર્થી યોજના નો લાભ લઇ રહ્યા છે. ને એનો લાભ ભાજપ ને મળ્યો તો અમને ખાલી લોલીપોપ,Hostile,Defamation 
@devanshijoshi71આજની અનુભવવાણી.. વિધાનસભા ગેટ નં 1 પાસે પ્રવેશ પાસ માટે 1 કલાક જેટલો સમય લાગ્યો... અને એ પણ 45° ગરમીમાં ..જો ડીજીટલ ગુજરાત થકી પ્રવેશ પાસ ઓનલાઇન કરી દેવામાં આવે તો મુલાકાતે આવતી જનતાને વધુ સારું રહે..ડીઝીટલ ગુજરાત ની શરૂઆત વિધાનસભા ગેટથી થ,Hostile,Hate
"સ્ટેટ મોનીટરીંગ સેલ ની ઉમદા કામગીરી છે જે અત્યારે ગુજરાત ની જનતા જોઈ રહી છે, અને આવી કામગીરી થી શંકા પણ થાય છે કે તો અત્યાર સુધી લોકલ પોલીસ સ્ટેશન શું કુંભકર્ણ નિંદ્રામાં હતું?
તપાસ કરાવડાવો હપ્તા સિસ્ટમ ચાલું હશે બાકી આ શક્ય જ નથી.
@dgpgujarat @smcgujarat @nirliptrai",Hostile,Fake 
"@DipaksinhVaghe4 @BJP4Gujarat @Bhupendrapbjp સાહેબ શ્રી @jitu_vaghani 1-2 તારીખ પહેલા હજારો વિદ્યાસહાયક યુવાનો નું હિત વિચારી જાહેરાત કરો એજ અપેક્ષા સાથે ગુજરાત ના હજારો યુવાનો કાગડોળે રાહ જોઈ બેઠા છીએ.
અમને વિશ્વાસ છે સાહેબ કે @Bhupendrapbjp ની નેતૃત્વ",Hostile,Offensive 
"રામ મંદિરની ઈંટો પર કુતરાઓ પેશાબ કરતા હતા': ભાજપ પર પ્રહાર કરવામાં ભરતસિંહ સોલંકી ભૂલ્યા ભાન

#RamMandir #Gujarat #ZEE24Kalak https://t.co/nyxVBonnKe",Hostile,Defamation 
"વિનાશકાળે વિપરીત બુદ્ધિ...

ભાજપનો રાજકીય વિરોધ હોઇ શકે પણ ભગવાન રામ અને હિન્દુ ધર્મનો વિરોધ અને અપમાન ક્યારેય સહન ન થાય

ગુજરાત પોલિસ ને મારો નિવેદન આના ઉપર કઠોર કાર્યવાહી કરવામાં આવે 
@GujaratPolice @sanghaviharsh @dgpgujarat

@BharatSolankee @BJP4Gujarat @YogiDevnath2",Hostile,Offensive 
@Kamraj93746680 @brijeshmeja1 હવે તો સામુહિક રાજીનામુ ગુજરાત ના તમામ VCE 28-5-22ના રોજ આપશે,Hostile,Offensive 
અ જા અ જ જા મોરચા ના તમામ કાર્યકરોને અપીલ છે કે આવી માનસિકતા ધરાવતા લોકો ને બોધ પાઠ શીખવાડો તેથી આવતી ચૂંટણીમાં દલિતો બીજેપીને શા માટે મત આપે તેનું,Hostile,Defamation 
અ બધીજ બાબત નો જવાબ આવનારી ચૂંટણી મા અચુક આપવામા આવસ,Hostile,Offensive 
અ વાદ કેમ્પસમાં કોરોના વિસ્ફોટ વિદ્યાર્થી કોરોનાગ્રસ્ત કેમ્પસ માઈક્રો કન્ટેન્મેન્ટ ઝોનમાં લોકલ ન્યૂઝ માટે ડાઉનલોડ કરો દિવ્ય ભાસ્કર એપ અને નીચે આપેલી લિંકથી એપ પર લૉગિન કરો સાથે જ મેળવો ₹ સુધીનાં ઈનામ,Hostile,Offensive 
અ વાદઃ ધાબે વાંચતી છોકરીની યુવકે કરી છેડતી બાદમાં ચોપડી લેવા ગયેલી માતાને પણ જાણો સમગ્ર માહિતીઃ,Hostile,Defamation 
અ’વાદ પોલીસના બોતમીદારને શખ્સોએ જાનથી મારી નાખવાની આપી ધમકી,Hostile,Offensive 
અ’વાદ હિન્દુ ધર્મના દેવી દેવતા વિશે ટિપ્પણી કરનાર પ્રવક્તા દાનીશ કુરેશી ઝડપાયો,Hostile,Defamation 
અઁનબ કંગના નો જય જય કરનાર દેશ પ્રેમી અને ૬૨૦૦૦ હજાર ખેડુતો નો અવાઝ ઉપાડનાર દેશદ્રોહી બદલતી પરિભાષા એ લોકશાહી ના પતનની નિશાની,Hostile,Offensive 
અંક ગપસક ઇન્ટરવ્યૂ ભષ્ટ્રાચાર કે જાતિવાદ ગુજરાતમાં ખૂબ જ ચર્ચાસ્પદ અને ઇન્ટરવ્યુના નામે ચાલતા સવર્ણ હિન્દુ જાતિવાદને ઉજાગર કરતું પુસ્તક લેવાં પડાપડી થઈ રહી છે આજે જ આપનો અંક બુક કરાવો વાંચો અને,Hostile,Defamation 
અંકલેશ્વર અંકલેશ્વર હાઇવે પર આવેલ હોટલ પરિવાર પાસે બે ટ્રકમાંથી ડીઝલની ચોરી મધરાતે ટ્રક ચાલકો સુઈ જતા અજાણ્યા ઈસમો હજારનું ડીઝલ ચોરી કરી ફરાર,Hostile,Offensive 
અંકલેશ્વર અંકલેશ્વરના અંદાડા ગામે તસ્કરોનો આતંક યથાવત એક જ રાત્રીના ઇન્દ્રપ્રસ્થ સોસાયટીના સાત મકાનોને નિશાન બનવતા તસ્કરો સોના ચાંદી અને રોકડ સહિત અંદાજીત લાખોના મુદ્દામાલની ચોરી શહેર પોલીસે ઘટના સ્થળે પહોંચી વધુ કાર્યવાહી હાથ ધરી,Hostile,Offensive 
અંકલેશ્વર અડોલ ગામે પરિવાર નિંદર માણતો રહ્યો અને તસ્કરો મકાનમાંથી સોના ચાંદી દાગીનાની ચોરી કરી ફરાર,Hostile,Defamation 
"અંકલેશ્વર ચૌટા નાકા ઉપર બોયકોર્ટ ચાઈના પ્રોડકટ લખાણના લાગ્યા પોસ્ટર રોડ ઉપર બનાવ્યો ચાઈનાનો ઝંડો અને લખ્યું "" & ;",Hostile,Offensive 
અંકલેશ્વર જવાહર ગાર્ડનની સામેના ગાર્ડનમાં એક વ્યક્તિએ કર્યો આપઘાત અગમ્ય કારણોસર ગળે ફાંસો ખાઈ આત્મહત્યા કરી,Hostile,Offensive 
અંકલેશ્વર પંથકમાં લાંબા વિરામ બાદ ધોધમાર વરસાદ દોઢ કલાકમાં એક ઇંચ વરસાદ ખાબક્યો વાતાવરણ મા ઠંડક પ્રસરી કેટલાક વિસ્તારોમાં વીજ પુરવઠો ખોરવાયો જિલ્લામાં સાર્વત્રિર વરસાદ થતા ખેડૂતોમાં ખુશીનો માહોલ,Hostile,Defamation 
અંકલેશ્વર મહિલાઓની ચોર ટોળકીએ ઘરમાં ઘૂસી દાગીના અને રોકડ રકમની કરી ચોરી લોકોએ પકડી પોલીસને હવાલે કરી,Hostile,Offensive 
અંકલેશ્વર માં આવેલ એન્જીનીયરીંગ કંપનીમાં ચોરી તસ્કરો કેમેરામાં કેદ,Hostile,Defamation 
અંકલેશ્વર માનવ મંદિરના ગેટ નજીકથી બે ઈસમો ભરૂચની કોલેજના આચાર્યની બેગની ચોરી કરી ફરાર,Hostile,Offensive 
અંકલેશ્વર મોંઘીદાટ બાઈક લેવાના ચક્કરમાં લબરમૂછિયાએ કરી જૂની દિવી ગામના મકાનમાં ચોરી,Hostile,Defamation 
અંકલેશ્વર શહેર અને જીઆઈડીસી વિસ્તાર મળી સ્થળોએથી બાઈકની ચોરી પોલીસે તપાસ શરૂ કરી,Hostile,Offensive 
અંકલેશ્વર સજોદ ગામની સીમમાંથી મોટર સહિત રૂ લાખથી વધુના મુદ્દામાલની ચોરી,Hostile,Offensive 
અંકલેશ્વર સિનિયર સિટીઝન બાગમાં વૃક્ષ પર લટકતી હાલતમાં યુવકનો મૃતદેહ મળ્યો હત્યા કે આત્મહત્યા અંગે ઘુંટાતું રહસ્ય,Hostile,Defamation 
અંકલેશ્વર સ્યુટકેસ મર્ડર મિસ્ટ્રી કેસનો આરોપી અજોમ શેખ બાંગ્લાદેશી આતંકવાદી સંગઠનનો સભ્ય નિકળ્યો,Hostile,Offensive 
અંકલેશ્વર સ્યુટકેસ મર્ડર મિસ્ટ્રી કેસનો આરોપી અજોમ શેખ બાંગ્લાદેશી આતંકવાદી સંગઠનનો સભ્ય હોવાનો ઘટસ્ફોટ થયો છે,Hostile,Defamation 
અંકલેશ્વર સ્વાગત સોસાયટીમાં તસ્કરોનું “સ્વાગત” મકાનમાંથી રૂ ૩ ૩૦ લાખ રોકડની ચોરી,Hostile,Offensive 
અંકલેશ્વર હનુમાન વાડીનું બંધ મકાન તસ્કરોના નિશાને ચઢ્યું રોકડ રકમ સહિત દાગીનાની ચોરી,Hostile,Hate 
અંકલેશ્વર  અંકલેશ્વર જી આઈ ડી સી માં આવેલ વૈષ્ણવ ડીસીન્ગ એન્જીનીયરીંગ કંપનીમાં ચોરી  તસ્કરો એસ એસના સામાન મળી અંદાજીત લાખથી વધુના મુદ્દામાલની ચોરી કરી ફરાર  ચોરીની ઘટના સીસીટીવી કેમેરામાં કેદ થઈ,Hostile,Offensive 
અંકલેશ્વર  અંકલેશ્વર શહેર પોલીસ મથકના સર્વેલન્સ સ્ટાફના કોન્સ્ટેબલને એક ઈસમે ધમકી આપતા ચકચાર  કારમાં એસેસરી ફિટ કરાવ્યા બાદ રૂપિયા નહિ આપી જતા રહેલા બે ઈસમો વિરુદ્ધ અરજીના આધારે કાર્યવાહી કરતા મળી ધમકી  શહેર પોલીસે ગુનો નોંધી તપાસ હાથ ધરી,Hostile,Defamation 
અંકલેશ્વરના ખરોડ ગામમાં ખાનગી જમીનમાં થતું ખનીજ ચોરી ઉપર નો દરોડો દ્વારા કાર્યવાહી થતા ભૂસ્તર વિભાગ ઉંઘતુ નજરે પડ્યું,Hostile,Offensive 
અંકલેશ્વરના જૂના દિવા રોડ ઉપર આવેલી માઁ હેરિટેજ સોસાયટીમાં રૂ લાખના મુદ્દામાલની ચોરી ઘટના સીસીટીવીમાં કેદ,Hostile,Defamation 
અંકલેશ્વરમાં અમરાવતી નદી કિનારે ધમધમે છે દેશી દારૂની મીની ફેક્ટરી સ્થળ પરપોલીસે એવું તે શું જોઈ લીધું કે ચોંકી ઉઠી ગુજરાતમિત્ર,Hostile,Hate
અંકલેશ્વરમાં કીર્તિદાનના ડાયરામાં સી આર પાટીલ ગયા પછી રૂપિયાના વરસાદ વચ્ચે હવામાં ફાયરિંગ,Hostile,Fake 
અંકલેશ્વરમાં કીર્તિદાનના ડાયરામાં સી આર પાટીલ રવાના થયા પછી રૂપિયાના વરસાદ વચ્ચે યુવાને હવામાં ફાયરિંગ કર્યું,Hostile,Offensive 
અંકલેશ્વરમાં કીર્તીદાન ગઢવીના ડાયરામાં ઢાય ઢાય યુવાને પૈસાના વરસાદ વચ્ચે ફાયરીંગ કર્યું,Hostile,Offensive 
અંકલેશ્વરમાં ટ્રાન્સફોર્મર ચોરી કરતી ટોળકીનો મુખ્ય સુત્રધાર કીમથી ઝડપાયો,Hostile,Defamation 
અંકલેશ્વરમાં મિત્રએ મિત્ર સાથે છેતરપીંડી કરી ૮૦ લાખનો ચૂનો ચોપડી છેલ્લા ૧ વર્ષથી ફરાર થયા બાદ કેરળના જંગલ માંથી ઝડપાયો,Hostile,Offensive 
અંકશાસ્ત્ર પ્રમાણે કેવો રહેશે તમારો આજનો દિવસ જાણો કઈ વસ્તુઓનું દાન અપાવશે લાભ,Hostile,Defamation 
અંખંડ ભારત દૂર રહ્યું છે એમાં પણ હિંદુત્વ રહે તો સારું,Hostile,Offensive 
અંગ દઝાડતી ગરમી કામ વિના ઘરની બહાર ના નીકળતા હવામાન વિભાગે આ વિસ્તારોમાં આપ્યું યલો એલર્ટ,Hostile,Hate 
અંગ પ્રદર્શન કરવા વાળા અને જાતિવાદ ને ઉશ્કેરવા વારા ને પણ એવોર્ડ મળવા લાગ્યા છે,Hostile,Offensive 
અંગૂઠાછાપ ને ચૂંટશો તો આવું જ થશે એ જ્યાં ઢાળ મળે એટલે સરકી જાય જાતિવાદ ને દૂર રાખીને કોઈ એથીક્સ વાળા અને એજ્યુકેટેડ લોકોને ચૂંટશો તો જ આ દુષણો દૂર થશે નહીં તો હરિ ભજો,Hostile,Defamation 
અંગ્રેજ રાજની દરેક ઈમારત સંરક્ષણ કરવા લાયક નથીઃ સુપ્રીમ કોર્ટ,Hostile,Offensive 
અંગ્રેજ રાજની દરેક ઈમારત સંરક્ષણ કરવા લાયક નથીઃ સુપ્રીમ કોર્ટ,Hostile,Defamation 
અંગ્રેજ સરકાર જેવું દમનકારી વાતાવરણ ઉભુ થઈ ગયું છે,Hostile,Hate
અંગ્રેજી માધ્યમના બાળકો શું મોટા છોકરાઓને પણ ગુજરાતી આંકડા અને સામાન્ય વાંચન લખાણ નથી આવડતું,Hostile,Fake 
અંગ્રેજી સત્તા હોત તો મળી શકતો પણ આપણે ક્યાં સુધરવું હતું આપણે તો સારી બાબતથી આઝાદી લઈને જાતિવાદ અને કોમવાદ કરવો હતો,Hostile,Offensive 
અંગ્રેજીની ગુલામીમાં થી બહાર આવી વિચાર કરવાની જરૂર છે તમારે જો આપણે જ આપણી ભાષા સંસ્કૃતિ ઇતિહાસ આપણી મૂળ ઓળખ ને નહિ બચાવીએ નહિ સાચવીએ તો કોણ અમેરિકા ના લોકો આવી બચાવવા આવશે,Hostile,Defamation 
અંગ્રેજો આપણા દેશમાંથી જ્ઞાન અને શિક્ષણની ચોરી કરી ગયા હતા ઘણી એવી બાબતો જેની શોધ સંશોધન ભારતમાં થયું હતું પણ સમયના પ્રવાહમાં ઈતિહાસના પાને કોઈ બીજા જ દેશના નામે ચડાવી દેવામાં આવ્યું હવે આપણા જ લોકો આ કામ કરી રહ્યા છે,Hostile,Offensive 
અંગ્રેજો જતા રહ્યા તો જાતિવાદ કેમ ના ગયો મેં પણ મારી નજર માં ઘણા દાખલા જોયા છે અમુક ચોક્કસ જગ્યા એ અમુક ચોક્કસ જાતિ ના લોકો જ કામ કરે છે રસ્તે જતી લગ્ન ની જાન કે વરરાજા ને ઘોડે ચડવા પર માર આપવા માં આવ,Hostile,Offensive 
અંગ્રેજો થી પણ ખરાબ નીતિ વાળી સરકાર પાટીદાર અનામત આંદોલન સમિતિ દ્વારા અલ્પેશ કથીરીયા ને જામીન આપો ની માંગ સાથે આયોજિત આમરણાંત ઉપવાસ પર બેઠેલા સુરત પાસ કન્વીનર ધાર્મિક માલવિયા અને નિકુંજ કાકડિયા ને ઉપવાસ ના મો દિવસ આવનારા દિવસ માં અમારી માંગણીઓ સ્વીકારે અમીત પટેલ,Hostile,Defamation 
અંગ્રેજો ને ભારત છોડાવી ને ભારત ના ભાગલા પાડીને પાકિસ્તાન આપ્યુ સાથે ની ખેરાત આપી અકસાઈ ચીન આપ્યુ સંવિધાન મા અનામત ઘુસાડી ને સવર્ણની સાથે ભેદભાવ ઊભો કરીને વોટ બેન્ક માટે દલીત આદીવાસી મુસ્લિમ પાટીદાર ગુર્જર વગેરે નાત જાત મા લડાવીને ફાયદાકારક રાજનીતિ કરી કોંગ્રેસે,Hostile,Offensive 
અંગ્રેજો રાજ કરીને ગયા છતાં આપણે કશું ના શીખ્યા ફિલ્મ ઈન્ડસ્ટ્રીમાં ચાલી રહેલા ભાષાના વિવાદ પર બોલ્યો અક્ષય કુમાર,Hostile,Offensive 
અંગ્રેજો વિરુદ્ધ ભારત છોડો આંદોલન જાતિવાદી અને કોમવાદી રાજનીતિ કરનાર ભાજપ વિરુદ્ધ ભારત જોડો આંદોલન દેશની એકતા અને અખંડિતતા માટે કોંગ્રેસ હંમેશા અગ્રેસર,Hostile,Defamation 
અંગ્રેજો સે તો આઝાદ હો ગયે ઔર ૭૦ સાલ ભી ગુજર ગયે પર આજ તક હમ ઇતની બાત સે આઝાદ નહિ હુવે જાતિવાદ ધરમવાદ જ્ઞાતિ વ,Hostile,Offensive 
અંગ્રેજો સે તો આઝાદ હો ગયે ઔર ૭૦ સાલ ભી ગુજર ગયે પર આજ તક હમ ઇતની બાત સે આઝાદ નહિ હુવે જાતિવાદ ધરમવાદ જ્ઞાતિ વાદ અસ્પૃશ્યતા ઊંચ નીચ ભ્રષ્ટાચાર યે આઝાદી કબ મિલેગી ક્યું કી ઇસ આગ મૈં મેરા સમાજ જલ રહા હૈ મીત વર્ધન શાક્ય यह आज़ादी झूठी है,Hostile,Defamation 
અંગ્રેજો હિંદુસ્તાન આવ્યા તેમણે ચર્ચ ઓછા અને સ્કૂલો વધારે બનાવી આપણે ઈંગ્લેન્ડ અમેરિકા ગયા જયાં આપણે માત્ર મંદિરોજ બનાવ્યા,Hostile,Offensive 
અંગ્રેજોએ ગાંધી હારે મળી ને સરદાર સાહેબ ને વડાપરધાન નો બનવા દીધા અને નેરૂ ને દેશના વડાપરધાન બનાયા એટલે આજે દેશ કાશ્મિર સમસ્યાનો સામનો કરી રહ્યો સે એક દેશપ્રેમી તરીકે આઈજે આપણી પાંહે આનો બદલો લેવાની તક ૭૦ વરહે,Hostile,Defamation 
અંગ્રેજોના દલાલો અને ગોડસે ભકતોને દેશપ્રેમી સ્વાતંત્ર સૈનિકો અને દેશની આઝાદી માટે કોઈ માન નથી તેથી જ દેશ બરબાદ થાય છે,Hostile,Offensive 
