,Label
#સત્યમેવ_જયતે Https://t.co/DIBwIXlGix,Non-hostile
"આવો તમારું સ્વાગત છે ક્રિકેટ જગત મા .@gujarat_titans . WELCOME .

#GujaratTitans",Non-hostile
"ઇન્ડિયન પ્રીમિયર લીગની અમદાવાદ ફ્રેન્ચાઇઝીએ તેની ક્રિકેટ ટીમનું નામ 'ગુજરાત ટાઇટન્સ' રાખ્યું 
#IPL2022 #IPL #IPLMegaAuction2022",Non-hostile
"આવો આગામી તા. 13 અને 14 ફેબ્રુઆરી રવિવારને સોમવારે સવારથી આખો દિવસ શ્રીજી ગૌશાળાનાં પ્રાંગણમાં ગૌમાતાને ભેટીને (Cow Hostileugging) કરીને મનની શાંતિ, સાત્વિક ઉર્જા, Hostileappiness અને Wellness મેળવીએ..

શ્રીજી ગૌશાળા 
રાજકોટ - જામનગર હાઇવે, નવા ક્રિકેટ સ્ટેડિયમ સામે, ન્યારા - રાજકોટ Https://t.co/EKftLXQ7vU",Non-hostile
"IND vs NZ: ભારતીય મહિલા ક્રિકેટ ટીમે હાર સાથે ન્યુઝીલેન્ડ પ્રવાસની શરુઆત કરી, T20 મેચમાં કિવી ટીમ સામે ભારતની હાર

#IndiaVsNewZealand #INDvsNZ #HostilearmanpreetKaur #YastikaBHatia

Https://t.co/92oHostileYJqWO9",Non-hostile
"IPL 2022: આંતરરાષ્ટ્રીય ક્રિકેટ ક્યારેય રમ્યો જ નહોતો, ધોનીએ છતાય CSK ના 9.25 કરોડ રુપિયા ખેલાડી પાછળ લુટાવી દીધા

#IPL2022 #IPL2022Auction #IPL2022MegaAuction #IPL2021 #IPLMegaAuction #KrisHnappaGowtHam

Https://t.co/Xbui4EawAE",Non-hostile
"ICC દ્વારા જાહેર કરાયું ODI રેન્કિંગ, ભારતીય ક્રિકેટ ટીમના પૂર્વ કેપ્ટ્ન વિરાટ કોહલીની નજીક પહોંચ્યો રોહિત શર્મા
#SAMACHostileARWALA #ICC #Ranking 
#RoHitSHarma
Https://t.co/T8qnosJ1bw",Non-hostile
IPL Auction 2022: 12-13 ફેબ્રુઆરીએ કેટલા વાગ્યાથી લાગશે ખેલાડીઓની બોલી #iplauction #auction #ipl #cricket #આઈપીએલ #ક્રિકેટ Https://t.co/q2lo2YSd3S,Non-hostile
"IPL 2022: આંતરરાષ્ટ્રીય ક્રિકેટ ક્યારેય રમ્યો જ નહોતો, ધોનીએ છતાય CSK ના 9.25 કરોડ રુપિયા લુટાવી ખેલાડી પાછળ લુટાવી દીધા

#IPL2022 #IPL2022Auction #IPL2022MegaAuction #IPL2021 #IPLMegaAuction #KrisHnappaGowtHam

Https://t.co/v11QEotr5z",Non-hostile
ઇન્ડિયન પ્રીમિયર લીગની અમદાવાદ ફ્રેન્ચાઇઝીએ તેની ક્રિકેટ ટીમનું નામ 'ગુજરાત ટાઇટન્સ' રાખ્યું Https://t.co/bv3edXyWjI,Non-hostile
@gujarat_titans ખૂબ આનંદ થયો ગુજરાત ની ટીમ જોઈને આશા છે ગુજરાત ના નવા યુવા ખિલાડીઓ ને પણ ગુજરાત ટાઇટન્સ ક્રિકેટ રમવાનો મોકો આપશે. જય હિંદ,Non-hostile
"ન્યુઝીલેન્ડના કવીન્સટાઉનમાં રમાયેલ ટી-20 માં ભારતીય મહિલા ક્રિકેટ ટીમનો 18 રને પરાજય

#NewZealand #Indianwomencricketteam",Non-hostile
Welcome #GujaratTitans ! Best WisHes... રાજકારણ હોય કે ક્રિકેટ ગુજરાતનો દબદબો રહ્યો છે...હવે આઇપીએલનો વારો...,Non-hostile
"સુરત : યુટોપિયા ખાતે ક્રિકેટ ટુર્નામેન્ટ માટે હરાજીનું આયોજન કરાયું
Https://t.co/PDfWHyLw6W",Non-hostile
"➡️ઈંગ્લેન્ડે વેસ્ટ ઈન્ડિઝના આગામી ટેસ્ટ પ્રવાસ માટે વરિષ્ઠ પુરૂષ ક્રિકેટ ટીમના વચગાળાના મુખ્ય કોચ તરીકે પોલ કોલિંગવુડની નિમણૂક કરી.

#WIvENG Https://t.co/KHp9WzE6c6",Non-hostile
"IPL 2022: જ્યારે મોહમ્મદ સિરાજને લોકોએ કહ્યું, ‘ક્રિકેટ છોડી દો, પિતા સાથે રિક્ષા ચલાવો’, ધોનીની આ સલાહે બચાવ્યું કરિયર

#IPL2022 #MoHammedSiraj #RCB #CricketTwitter

Https://t.co/qGrqorALXF",Non-hostile
"પહેલો પ્રેમ ‘ક્રિકેટ’ 🏏 

#Cricket #ZEE24Kalak 
#ManOfTHeMatcH",Non-hostile
વલસાડ જિલ્લાના ઉમરગામ તાલુકાની વારલી સમાજની સૌથી મોટી ક્રિકેટ ટુર્નામેન્‍ટ વૃંદાવન ક્રિકેટ ગ્રાઉન્‍ડ - માણેકપુર ખાતે રમાડવામાં આવી હતી. આ ટુર્નામેન્‍ટમાં કુલ ૧૬૬ ટીમોએ ઉત્‍સાહપૂર્વક ભાગ લીધો હતો. આ ટુર્નામેન્‍ટનો શુભારંભ ઉમરગામ ધારાસભ્‍ય રમણલાલ પાટકરના હસ્‍તે કરવામાં આવ્‍યો હતો Https://t.co/iN0IRGwFNl,Non-hostile
"નરેન્દ્ર મોદી સ્ટેડિયમમાંથી લાઇવ ક્રિકેટ સટ્ટો રમાડતા સ્ટેડિયમનો જ કર્મી બુક્કી પકડાયો

#narendramodistadium #Gamblingcase #AHmedabad #Gujarat #Vibesofindia

Https://t.co/bSy0HkbYa1",Non-hostile
"ભારતમાં રમાતી દરેક ઈન્ટરનેશનલ ક્રિકેટ મેચમાં લતાજી માટે બે VIP પાસ રાખી મુકાતા હતા, કારણ પણ રસપ્રદ છે
#LataMangesHkar #PassesAway #BCCI #1983WorldCup
Https://t.co/6HostilesHJtsjko",Non-hostile
"ઈંગ્લેન્ડે વેસ્ટ ઈન્ડિઝના આગામી ટેસ્ટ પ્રવાસ માટે વરિષ્ઠ પુરૂષ ક્રિકેટ ટીમના વચગાળાના મુખ્ય કોચ તરીકે પોલ કોલિંગવુડની નિમણૂક કરી.

#WIvENG Https://t.co/2RSu1JGPlq",Non-hostile
"મેલબર્ન સ્ટેડિયમ ખાતે આ વર્ષની 23 ઓક્ટોબરે રમાનાર ભારત-પાકિસ્તાન T20 વર્લ્ડ કપ ગ્રુપ મેચની ટિકિટો માત્ર પાંચ-મિનિટમાં વેચાઈ ગઈ.
Https://t.co/0aZb8AaI8L
#IndvPak #Cricket #T20 #T20WorldCup2022 #MCG #Melbourne #ભારત #પાકિસ્તાન #ક્રિકેટ #ટી20 #ટ્વેન્ટી20 #મેલબર્ન #વર્લ્ડકપ Https://t.co/cd46W4UDl0",Non-hostile
"➡️ઈંગ્લેન્ડે વેસ્ટ ઈન્ડિઝના આગામી ટેસ્ટ પ્રવાસ માટે વરિષ્ઠ પુરૂષ ક્રિકેટ ટીમના વચગાળાના મુખ્ય કોચ તરીકે પોલ કોલિંગવુડની નિમણૂક કરી.

#WIvENG Https://t.co/WU8a4stlTf",Non-hostile
"તાજેતરના એક અહેવાલ અનુસાર રોહિત શર્માને ટેસ્ટ ટીમનો પણ કેપ્ટન બનાવવા માટેની તૈયારીઓ ચાલી રહી છે. એક અહેવાલ અનુસાર ભારતીય ક્રિકેટ કંટ્રોલ બોર્ડ(BCCI)એ વનડે અને ટી20 બાદ હવે ટેસ્ટ ટીમનું સુકાની પદ પણ રોહિતને આપવા અંગે અંતિમ તબક્કાની મંત્રણા શરૂ કરી છે.
#RoHitSHarma #GSTVNEWS Https://t.co/TnYf1yJnY4",Non-hostile
સગરામપુરા ભંડારી પંચ દ્વારા ભંડારી પ્રીમિયમ લીગ ક્રિકેટ ટુર્નામેન્ટનું આયોજન કરવામાં આવ્યું… Https://t.co/Wvd98a8XDf,Non-hostile
શ્રી લીમ્બચીયા વાળંદ સમાજ મંડળ ભરૂચ દ્વારા ક્રિકેટ ટુર્નામેન્ટ યોજાઇ હતી... Https://t.co/TMK2Qw6bdJ,Non-hostile
"WellPlayed CHamps 
Team ⁦@Zee24Kalak⁩ Https://t.co/kGerAxtgKF",Non-hostile
"ક્રિકેટ/ સિરાજને પિતા સાથે ઓટો ચલાવવાની મળી હતી સલાહ, જાણો કેવી રીતે ધોનીએ બચાવ્યું આ બોલરની કારકિર્દી Https://t.co/pT8N0joRsR Https://t.co/rWaNFSAVyl",Non-hostile
"@YAJadeja જેમ ક્રિકેટ નો ભગવાન સચીન તેંડુલકર છે,
એમ,
વિધ્યાર્થી નો ભગવાન યૂવરાજસિહ છે 
ધન્યવાદ યૂવરાજસિહ
ખરેખર આજ ની પેઢી ના જીવંત ઊદાહરણ છો 
કે સાચો સિહ કોણ છે",Non-hostile
"ગતરોજ ડુમસ યુવા સંગઠન દ્વારા આયોજિત ક્રિકેટ ટુર્નામેન્ટની ફાઇનલ મેચમાં મને આમંત્રિત કરવામાં આવતા ત્યાં હાજર રહ્યો અને ગામવાસીઓ સાથે મેચ જોવાનો આનંદ માણ્યો. ત્યારબાદ વિજેતા ટીમને ટ્રોફી આપી સન્માનિત કર્યા તથા સર્વે ખેલાડીઓનુ પ્રોત્સાહન વધાર્યું.

#Surat #Dumas #CricketTournament Https://t.co/E5Sk6aFlZU",Non-hostile
"પાંચમી વાર ICC U-19 વર્લ્ડ કપ જીતવા બદલ #LokSabHa માં અધ્યક્ષ @ombirlakota એ #U19WorldCup2022 ક્રિકેટ ટીમને પાઠવ્યા અભિનંદન
#iccu19worldcup Https://t.co/wioq1MEqIi",Non-hostile
ભારત-પાકિસ્તાન મુકાબલાની ક્રિકેટ ચાહકો આતુરતાથી રાહ જોતા હોય છે……. Https://t.co/rPXbGruA5O,Non-hostile
@aravindcHaudHri મોહમ્મદ અઝરૂદ્દીન ભારતીય ક્રિકેટ ટીમ નો કેપ્ટન બને તો જે થાય તે,Non-hostile
"અફઘાન ક્રિકેટમાં ફરીથી વિવાદ: U19ની અફઘાનિસ્તાની ક્રિકેટ ટીમે સ્વદેશ જવાની ના પાડી, બ્રિટેનમાં રહેવા શરણ માગી Https://t.co/L3Snmc2paa",Non-hostile
#10Cr_Vaccine_Gujarat તમે રસીકરણના કાર્યક્રમ પણ કરો છો સાથે લવજી બાદશાહ જેવાં ઉદ્યોગપતિ ને ત્યાં જોરશોર માં લગ્ન કરવાની મંજૂરી પણ આપો છો સાથે ક્રિકેટ ટુર્નામેન્ટ યોજી જશ્ન મનાવો છો સાથે ગુજરાતના @RusHikesHmla ને કોરોનાના નિયમો ક્યારે બદલાયા હોય એની જાણ હોતી નથી. 😂😂😂😂😂,Non-hostile
"લતા મંગેશકરની વસમી વિદાય, ક્રિકેટ જગતમાં પણ ભારે શોકની લાગણી 
Https://t.co/3vQUCdWX3b
#LataMagesHkarPassAway #ViratKoHli #VirendraSeHwag",Non-hostile
"ભારતીય ક્રિકેટ ટીમે આજની મેચની શરૂઆત પહેલાં એક મિનિટનું મૌન પાળીને ભારત રત્ન, સ્વર્ગસ્થ લતા મંગેશકરને શ્રદ્ધાંજલિ આપી 
#INDvsWI #LataMangesHkar Https://t.co/22lsOZGzoL",Non-hostile
"રાજકોટ ડીવીઝન સ્પોર્ટસ એસોસીએશન દ્વારા આયોજીત ડીઆરએમ ટ્રોફી ક્રિકેટ ટુર્નામેન્ટમાં આરપીએફની ક્રિકેટ ટીમ બની ચેમ્પિયન @WesternRly

Https://t.co/9ctQMX1dMY",Non-hostile
"ભારતીય ટીમનો હજારમો વન-ડે મેચ...

ભારતે ટોસ જીતી બોલિંગનો નિર્ણય કર્યો..

શ્રેણીની પ્રથમ મેચ આજે અમદાવાદમાં નરેન્દ્ર મોદી ક્રિકેટ સ્ટેડિયમમાં રમાશે

#Cricket #INDvWI #our_gir_somnatH",Non-hostile
"Vadodara- વેસ્ટર્ન રેલવે એમ્પ્લોયર્સ યુનિયન દ્વારા ક્રિકેટ ટુર્નામેન્ટનું આયોજન

Https://t.co/tHostilesrUVoM7p",Non-hostile
"#પાકિસ્તાની ક્રિકેટરોએ લતા મંગેશકરને #શ્રદ્ધાંજલિ આપી.
પાકિસ્તાનના કેપ્ટન #બાબર આઝમ, ભૂતપૂર્વ બેટિંગ ઓલરાઉન્ડર મોહમ્મદ હફીઝ, #પાકિસ્તાન ક્રિકેટ બોર્ડના વડા રમીઝ રાજાએ લતાજી માટે શોકસંદેશો લખ્યો છે.
Https://t.co/Hostilenx0mM45JT
#RIPLataji #Pakistan #LataMangesHkar #cricket #લતામંગેશકર Https://t.co/wREXRm6GRo",Non-hostile
"@sangHaviHarsH 
ગઈ કાલ ના રોજ ક્રિકેટ મેચ સ્ટેડિયમ માં જય શાહ જી સાથે તમને જોઈ ખરેખર ગર્વ ની લાગણી અનુભવી,
સુરતી રોક્સ...
Keep going HarsHbHai..",Non-hostile
અન્ડર 19 વર્લ્ડકપમાં ભારતીય ક્રિકેટ ટીમનો વિજય થતા પ્રધાનમંત્રી નરેન્દ્ર મોદીએ ટીમને અભિનંદન પાઠવ્યા Https://t.co/3tW1c3kHostile14,Non-hostile
"🏏ભારત અને વેસ્ટન્ડીઝ વચ્ચે ત્રણ મેચોની વન-ડે શ્રેણીની પ્રથમ મેચ આજે અમદાવાદમાં નરેન્દ્ર મોદી ક્રિકેટ સ્ટેડિયમમાં રમાશે

🏏ભારતીય ટીમનો આ એક હજારમો વન-ડે મેચ રહેશે

🏏રોહિત શર્માની કેપ્ટનશીપમાં ટીમ ઇન્ડીયા ક્રિકેટ પ્રેમીઓને જીતની ભેટ આપવા મેદાને ઉતરશે

#Cricket Https://t.co/YBoCwncle0",Non-hostile
"1983ના ક્રિકેટ વિશ્વકપ વિજેતા ખેલાડીઓને ઈનામ મળે તે માટે લતાજીએ યોજ્યો હતો ખાસ કોન્સર્ટ, જાણો એ ઘટના વિશે

#1983WorldCup #BCCI #DilipVengsarkar #kapildev 

Https://t.co/xImj7CU3fR",Non-hostile
"અમદાવાદ ટાઈટન્સ' નામે IPL માં રમવા ઉતરશે હાર્દિકની ટીમ, ગુજરાતી ક્રિકેટ ફેન્સમાં ઉત્સાહ
#IPL2022 #AHmedabadteam #Hardikpandya #aHmedabadtitans
Https://t.co/B2DbR8ydVI",Non-hostile
"IPLની નવી ટીમઃ #અમદાવાદટાઈટન્સ.
ફ્રેન્ચાઈઝ માલિકો સીવીસી કેપિટલ્સ ગ્રુપે 'અમદાવાદ ટાઈટન્સ' ટીમના કેપ્ટન તરીકે હાર્દિક પંડ્યાને પસંદ કર્યો છે.
Https://t.co/5ZVMEMD7wk
#IPL #AHmedabadTitans #IPLTeam #AHmedabadIPLTeam #Cricket #HostileardikPandya #અમદાવાદ #આઈપીએલ #હાર્દિકપંડ્યા #ક્રિકેટ Https://t.co/LpF7MB6i9g",Non-hostile
"ઇંગ્લેન્ડના પુરૂષ ક્રિકેટ ટીમના સહાયક કોચ પોલ કોલિંગવુડને આવતા મહિને આયોજિત વેસ્ટ ઇન્ડીઝના ત્રણ મેચના ટેસ્ટ પ્રવાસ માટે ક્રિકેટ ટીમના વચગાળાના મુખ્ય કોચ તરીકે નિયુક્ત કરવામાં આવ્યા
#Cricket Https://t.co/qaHostileZqa6OOk",Non-hostile
"ભારતમાં રમાતી દરેક ઈન્ટરનેશનલ ક્રિકેટ મેચમાં લતાજી માટે બે VIP પાસ રાખી મુકાતા હતા, કારણ પણ રસપ્રદ છે
#LataMangesHkar #BCCI
Https://t.co/NyjxccLp2Q",Non-hostile
"🏏ભારત અને વેસ્ટ ઈન્ડિઝ વચ્ચેની શ્રેણીની પ્રથમ વન-ડે ક્રિકેટ મેચ આજે અમદાવાદ ખાતે રમાઇ રહી છે

વિગતવાર સમાચાર વાંચવા માટે ક્લિક કરો...

Https://t.co/FLFiLjl4j4",Non-hostile
વોર્ડ નંબર-6 માં રોહિત વાસ યુવક મંડળ દ્વારા ડે-ક્રિકેટ ટુર્નામેન્ટ ના આયોજન ના પ્રોગ્રામ માં વિસ્તારના મિત્રો સાથે હાજરી આપી... Https://t.co/vNO4QVHSgW,Non-hostile
"ભારતીય ક્રિકેટ ટીમે આજની મેચની શરૂઆત પહેલાં એક મિનિટનું મૌન પાળીને ભારત રત્ન, સ્વર્ગસ્થ લતા મંગેશકરને શ્રદ્ધાંજલિ આપી Https://t.co/S10w4Q2Hostilew4",Non-hostile
"રાજકોટ રેલવે ડિવીઝન દ્વારા યોજાઈ ક્રિકેટ ટુર્નામેન્ટ, RPFની વિજેતા ટીમનો ભવ્ય વિજય: ચમક્યો આ સ્ટાર ખેલાડી 
Https://t.co/QGOM4GOIBD
#DRMCricketTournament #RajkotRailwayDivision #RPFTeam",Non-hostile
"ભારતના અંડર-19 વર્લ્ડ કપ જીત્યા બાદ PM મોદીની પ્રતિક્રિયા, ક્રિકેટ ટીમ માટે કહી આ વાત

Https://t.co/G8TAW3IDeW",Non-hostile
"ભારત અને વેસ્ટન્ડીઝ વચ્ચે ત્રણ મેચોની વન-ડે શ્રેણીની પ્રથમ મેચ આજે અમદાવાદમાં નરેન્દ્ર મોદી ક્રિકેટ સ્ટેડિયમમાં રમાશે

ભારતીય ટીમનો આ એક હજારમો વન-ડે મેચ રહેશે

રોહિત શર્માની કેપ્ટનશીપમાં ટીમ ઇન્ડીયા ક્રિકેટ પ્રેમીઓને જીતની ભેટ આપવા મેદાને ઉતરશે

#Cricket Https://t.co/5rMsZw38NV",Non-hostile
અન્ડર 19 વર્લ્ડકપમાં ભારતીય ક્રિકેટ ટીમનો વિજય થતા પ્રધાનમંત્રી નરેન્દ્ર મોદીએ ટીમને અભિનંદન પાઠવ્યા Https://t.co/WpbLkKGFer,Non-hostile
"અંડર-19 ક્રિકેટ વર્લ્ડકપ-2022 વિજેતા ટીમ-ઇન્ડિયાને અને દેશનાં યંગસ્ટર્સને ખૂબ ખૂબ અભિનંદન..

ગુજરાતનાં યુવાનો પણ આવી જ રીતે વિધાનસભા ચૂંટણી-૨૦૨૨માં ભ્રષ્ટાચારી ભાજપના સુપડા સાફ કરીને ઈમાનદાર આમ આદમી પાર્ટીને ""ચૅમ્પિયન"" બનાવશે..

@AAPGujarat Https://t.co/mvtHostileUf2g8j",Non-hostile
ભારતે સતત પાંચમી વખત અંડર-19 ક્રિકેટ વર્લ્ડકપ જીત્યો. ફાઇનલમાં ભારતે ઇંગ્લેન્ડને 4 વિકેટે હરાવ્યું Https://t.co/ijOFHD6E7s,Non-hostile
"લતા મંગેશકરના ક્રિકેટ પ્રેમ પર તમે શું કહેશો?
#cricket #LataMangesHkar #VTVGujarati #news 

Https://t.co/npP7axftq7",Non-hostile
સેગવાછામા ગામ ખાતે એકતાના સંદેશો સાથે ક્રિકેટ ટુર્નામેન્ટની સરપંચશ્રી તથા આગેવાનોની ઉપસ્થિતિમાં શુભારંભ કરવામાં આવ્યું. #MayorSurat Https://t.co/N6tfsclmdV,Non-hostile
ગુજરાત ક્રિકેટ એસોસિએશનના ઉપપ્રમુખ અને RIL ગૃપ પ્રેસિડેન્ટ શ્રી @DHanrajNatHwani જી ને જન્મદિવસની હાર્દિક શુભકામનાઓ..💐,Non-hostile
ગુજરાત ક્રિકેટ એસોસિએશનના ઉપપ્રમુખ અને RIL ગૃપ પ્રેસિડેન્ટ શ્રી @DHanrajNatHwani જી ને જન્મદિવસની હાર્દિક શુભકામનાઓ.,Non-hostile
"લતા મંગેશકરના નિધનથી ખેલ જગત પણ શોકમાં છે. દરેક વ્યક્તિ જાણે છે કે તેમનું ક્રિકેટ પ્રત્યેનું પેશન કેટલું હતું.

#sports #LataMangesHkar #latamangesHkardeatH #dHoni #ZEE24KALAK 

WatcH LIVE : Https://t.co/uZaTuPKcj8

Https://t.co/TAx8CcKb2e",Non-hostile
અંડર 19 ભારતીય ક્રિકેટ ટીમ વર્લ્ડ કપ ના ફાઇનલ મેચ મા જીતીને વર્લ્ડ ચેમ્પિયન થયું છે એ બદલ યુવાનો ની ટીમ ને ખૂબ ખૂબ અભિનંદન ... Https://t.co/Gt6eb2N1Lo,Non-hostile
"આજે ભારતીય ક્રિકેટ ટીમ પોતાની 1000મી વનડે રમવા જઈ રહ્યું છે, શું રોહિત શર્મા પોતાના નેતૃત્વ હેઠળ ટીમને જીત અપાવશે?",Non-hostile
"ભારતીય U19 ક્રિકેટ ટીમે રચ્યો ઈતિહાસ
પાંચમી વખત ટાઈટ જીતીને રચ્યો ઈતિહાસ 
યશ ધુલની આગેવાનીમાં ઇંગ્લેન્ડને ભારતીય ટીમે હરાવી 
#IndiaU19 #INDvENG #IndianCricketTeam #buletinindia #buletinkHabar #news Https://t.co/GrkUukwGJs",Non-hostile
"લતા મંગેશકર દ્વારા કરવામાં આવેલ આ મહાન કાર્યને ભારતીય ક્રિકેટ ક્યારેય નહીં ભૂલે
Https://t.co/dvKnXUGKZi
#LataMangesHkar #OmSHanti #लतामंगेशकर #QueenofMelody #GSTVNEWS #RIP",Non-hostile
ગતરાત્રે એન્ટિગુઆનાં સર વિવિયન રિચર્ડ્સ ક્રિકેટ સ્ટેડિયમમાં રમાયેલી અંડર -19 વર્લ્ડ કપની ફાઈનલ... Https://t.co/akiHostilewr6dze,Non-hostile
એન્ટીગુયામા રમાયેલ ફાઇનલમાં ભારતે ઇંગ્લેન્ડને 4 વિકેટે હરાવી પાંચમી વખત અંડર-19 ક્રિકેટ વર્લ્ડકપ જીત્યો.તે બદલ ભારતીય ક્રિકેટ ટીમને ખુબ ખુબ અભિનંદન. Https://t.co/RPWxJ42doW,Non-hostile
"ભારત પાંચમીવાર બન્યું અંડર 19 ક્રિકેટ વિશ્વ ચેમ્પિયન, ઇંગ્લેન્ડને 4 વિકેટે હરાવ્યું #IndiaU19 #ICCUnder19WorldCup #NisHantSandHu #RajBawa
Https://t.co/zFbEQMW3dF",Non-hostile
આજે અમદાવાદમાં રમાશે ભારતની ઐતિહાસિક 1000મી વનડે મેચ #aHmedabad #cricket #gujarat #gujaratnews #gujaratinews #અમદાવાદ #ક્રિકેટ #ગુજરાત #ગુજરાતસમાચાર #ગુજરાતીસમાચાર Https://t.co/d5fLBUFFSo,Non-hostile
"@sangHaviHarsH મંત્રી સાહેબ પણ ક્રિકેટ ના રસિક ખરા 
#indvseng #u19final #indiacHampion",Non-hostile
#Under19WorldCup2022 : ભારતીય ક્રિકેટ ટીમે પાંચમી વખત ICC અંડર-19 વર્લ્ડ કપ ટ્રોફી પર કર્યો કબજો! #congratutions Https://t.co/YtQADaoHxHostile,Non-hostile
"॥जिवेत शरद: शतम् ॥
દ્વારકા દેવસ્થાન સમિતિના વાઇસ ચેરમેન, ગુજરાત ક્રિકેટ એસોસિએશનના વાઇસ પ્રેસિડેન્ટ શ્રી @DHanrajNatHwani ને જન્મદિવસની હાર્દિક શુભકામનાઓ. ભગવાન દ્વારકાધીશ આપને ઉત્તમ સ્વાસ્થ્ય અને દીર્ઘાયુ પ્રદાન કરે.💐 Https://t.co/3jSnk5oICu",Non-hostile
આવતી કાલનો દિવસ દેશના ક્રિકેટ ઈતિહાસ માટે ઐતિહાસીક છે. 25 મી નવેમ્બર 1981ના દિવસે અમદાવાદ સ્થિત નવરંગપૂરાના સરદાર પટેલ સ્ટેડિયમ માં પ્રથમ વન ડે રમાઇ હતી અને આવતી કાલે નરેન્દ્ર મોદી સ્ટેડિયમમાં દેશની 1000 મી મેચ રમાવાની છે. @mpparimal @DHanrajNatHwani @narendramodi @JaySHaH Https://t.co/5zncR2AmrG,Non-hostile
"➡️ ભારતીય ક્રિકેટ ટીમે વેસ્ટઈન્ડિઝ સામેની ODI શ્રેણી માટે અમદાવાદમાં પ્રેક્ટિસ શરૂ કરી 

➡️ભારત રવિવારે તેની 1000મી વનડે મેચ રમશે

#INDvWI @BCCI @JaySHaH Https://t.co/iI6efBvcQF",Non-hostile
"શ્રી દ્વારકા દેવસ્થાન સમિતિના ઉપપ્રમુખ, ગુજરાત ક્રિકેટ એસોસિએશનના ઉપપ્રમુખ અને RIL ગૃપ પ્રેસિડેન્ટ શ્રી ધનરાજભાઈ નથવાણી (@DHanrajNatHwani)ને જન્મદિવસની હાર્દિક શુભકામનાઓ.

ભગવાન દ્વારકાધીશ આપને ઉત્તમ સ્વાસ્થ્ય અને દીર્ઘાયુષ્ય અર્પે એવી પ્રાર્થના. Https://t.co/iJrlEJaCck",Non-hostile
ભુજ તાલુકા પ્રાથમિક શિક્ષક સમાજની ચાણક્ય ક્રિકેટ ટુર્નામેન્ટનો પ્રારંભ Https://t.co/BLKcekpRvx,Non-hostile
"ગુજરાત વિધાનસભાનાં નાયબ દંડક, 
ભરૂચ મતવિસ્તારનાં લોકપ્રિય ધારાસભ્યશ્રી અને ભરૂચ જિલ્લા ક્રિકેટ એસોસિયેશનના પ્રમુખ @dusHyantrpatel જી ને જન્મદિવસની ખુબ ખુબ શુભકામનાઓ. 

@BJP4Gujarat @BHupendrapbjp @CRPaatil @ratnakar273",Non-hostile
"આજે સાંજે રમાનારી અન્ડર 19 ક્રિકેટ વર્લ્ડકપની ફાઇનલ જીતવા ભારત કેટલું સજ્જ છે? અગાઉ ભારતીય અન્ડર 19 ટીમે ભારતને વિરાટ કોહલી, હરભજન સિંઘ, રોહિત શર્મા જેવા અનેક સફળ ક્રિકેટરો આપ્યા છે Https://t.co/V6mnnn5nm0 #indvseng #IndiaU19",Non-hostile
"કેશોદ : કાલેજ ગામે ડે ક્રિકેટ ટુર્નામેન્ટનું આયોજન કરાયુ
Https://t.co/MYFCE2GaDW",Non-hostile
"🏏 ICC અંડર-19 ક્રિકેટ વર્લ્ડ કપની ફાઈનલમાં આજે ભારતનો મુકાબલો ઈંગ્લેન્ડ સામે થશે. 🏏આ મેચ વેસ્ટ ઈન્ડિઝના નોર્થ સાઉન્ડના સર વિવિયન રિચર્ડ્સ સ્ટેડિયમમાં ભારતીય સમય મુજબ સાંજે સાડા છ વાગે શરૂ થશે. 🏏ભારતીય ટીમ સતત ચોથી વખત ટૂર્નામેન્ટની ફાઇનલમાં પહોંચી છે.
#ICCU19WorldCup Https://t.co/HostileZ0HostileLiqATc",Non-hostile
"🏏 ICC અંડર-19 ક્રિકેટ વર્લ્ડ કપની ફાઈનલમાં આજે ભારતનો મુકાબલો ઈંગ્લેન્ડ સામે થશે. 🏏આ મેચ વેસ્ટ ઈન્ડિઝના નોર્થ સાઉન્ડના સર વિવિયન રિચર્ડ્સ સ્ટેડિયમમાં ભારતીય સમય મુજબ સાંજે સાડા છ વાગે શરૂ થશે. 🏏ભારતીય ટીમ સતત ચોથી વખત ટૂર્નામેન્ટની ફાઇનલમાં પહોંચી છે.
#ICCU19WorldCup Https://t.co/lay5fd3AvB",Non-hostile
"ICC અંડર-19 ક્રિકેટ વર્લ્ડ કપની ફાઈનલ મેચ આજે ભારત અને ઈંગ્લેન્ડ વચ્ચે રમાશે

વેસ્ટ ઈન્ડિઝના નોર્થ સાઉન્ડના સર વિવિયન રિચર્ડ્સ સ્ટેડિયમમાં સાંજે 6:30 વાગ્યે શરૂ થશે મેચ

ભારતીય ટીમ સતત ચોથી વખત ટૂર્નામેન્ટની ફાઇનલમાં પહોંચી 

#U19WorldCup Https://t.co/CMWO6RmGJ6",Non-hostile
"અંડર 19 ક્રિકેટ વર્લ્ડકપની આજે ફાઈનલ મેચ ભારત અને ઈંગ્લેન્ડ વચ્ચે રમાશે

Click: Https://t.co/DSuRGsfxFX Https://t.co/SM7e1VUwYx",Non-hostile
"ભારતની 1000મી વન-ડે / અમદાવાદમાં રમાયેલી પ્રથમ ક્રિકેટ મેચમાં પણ ટિકિટનાં કાળાબજાર થયાં હતા! - GSTV
Https://t.co/j676uMTmxJ",Non-hostile
